,cell_id,cell_type,firing_rate,ap_threshold,ap_duration,mean_vm,std_vm,fft_low,fft_high
87,TK254_2,EXC,11.694444444444445,-0.03802963705171601,0.30788598574821846,-0.053175273930732646,0.005965369591338931,0.0007503964692475451,9.683440028547984e-05
88,TK266_1,EXC,13.366666666666667,-0.045797411454677826,0.38952618453865334,-0.05058915302621787,0.002297845733633887,0.0002853237096860114,4.418225340408804e-05
89,TK270_1,SST,1.1666666666666667,-0.039101504502681766,0.7949999999999999,-0.05904993129783133,0.005180824059783144,0.0006567099408270926,9.555319914649216e-05
90,TK272_1,EXC,1.45,-0.03908588458011048,0.7982758620689654,-0.059634366573488126,0.007043195754542578,0.0010057777077059097,6.934501693572799e-05
91,TK276_1,EXC,2.0166666666666666,-0.03448860653619392,1.0140495867768593,-0.04946501741984057,0.004742103607147732,0.0006559970227862351,5.8756598834988674e-05
92,TK277_1,EXC,5.9714285714285715,-0.040416544289067914,0.8770334928229665,-0.057779675490408036,0.0064206540956544276,0.0008962975726332156,7.964798884326396e-05
93,TK278_1,EXC,16.383333333333333,-0.04833407240077717,0.37090539165818914,-0.05800414850106201,0.0045987590400562925,0.0005583064081656499,7.660841648538037e-05
94,TK283_1,SST,3.566666666666667,-0.04216365363137645,0.5495327102803738,-0.0641351736668935,0.007390037714902533,0.0009080274865426662,8.816228668373041e-05
95,TK283_2,EXC,0.75,-0.04096982920405383,0.8911111111111112,-0.0583707699408556,0.004984450075279156,0.000648735195449657,4.091377320970619e-05
96,TK292_1,SST,45.13333333333333,-0.04091760516978739,0.3259047267355982,-0.049635465546069964,0.0051511579384310125,0.0005407837158216764,0.00011788284940390929
97,TK299_1,EXC,3.9166666666666665,-0.04003805814814134,1.1680851063829787,-0.05538954950473343,0.006582966823708557,0.0009130439805564569,5.369460995489052e-05
98,TK304_1,EXC,5.4,-0.04130709257548223,0.48981481481481487,-0.0586907535869609,0.006782936310175129,0.0009485064549201402,8.099172273138644e-05
99,TK309_1,SST,0.7333333333333333,-0.045479732066742946,0.4875,-0.057393552985996694,0.002790151296871644,0.00033143225584262236,3.514316200685537e-05
100,TK316_1,EXC,7.333333333333333,-0.039592925449911706,0.3131818181818181,-0.05758931545855839,0.006738741831709033,0.0008215844866392973,9.944113974316632e-05
101,TK318_1,EXC,6.233333333333333,-0.04171147344776009,0.3485294117647059,-0.050885988070459263,0.003351062145968924,0.0003833178618030595,6.9139963201036e-05
102,TK320_1,SST,0.7166666666666667,-0.041168929346436414,0.9813953488372092,-0.06669607345946979,0.005867611705231981,0.0007666773206150109,5.347304955723039e-05
103,TK320_2,SST,0.7666666666666667,-0.03814417452825561,1.1967391304347825,-0.057507874053018784,0.00545763652977001,0.0006417654702732839,9.280489991303519e-05
104,TK323_1,SST,0.25,-0.04222387772497847,1.0,-0.06228452844417084,0.005575709233302523,0.0007495362046138351,4.1793669152456865e-05
105,TK325_1,PV,0.11666666666666667,-0.04385291258431655,1.407142857142857,-0.06698328476091406,0.004505982883829352,0.0005499275375837174,5.096212381818352e-05
106,TK326_1,PV,1.8166666666666667,-0.0390709667237863,0.794954128440367,-0.06006136550632805,0.005877195259618905,0.0007732334210284303,7.01943871827886e-05
107,TK326_2,PV,1.2833333333333334,-0.04112066304038372,0.4318181818181818,-0.052585046365299766,0.0034808095220246007,0.00032484344215970675,4.1962647547028466e-05
108,TK333_1,SST,5.916666666666667,-0.04193199937273122,0.5540845070422534,-0.04861100741489559,0.0029988196503582315,0.0003195302905076529,4.945512257321783e-05
109,TK333_2,SST,0.6666666666666666,-0.037129116571986844,0.9512499999999999,-0.06079551916942161,0.005440939079091541,0.0006189778140188316,4.3249615518090265e-05
110,TK334_1,SST,4.633333333333334,-0.03760733991313262,0.5816546762589928,-0.04470415964308909,0.0028266521003668687,0.000330311885912374,5.5575368135776524e-05
111,TK348_1,SST,8.316666666666666,-0.04148082818910441,0.4712424849699399,-0.05156399852024498,0.004325154444445119,0.0005054338391695561,8.658126152621228e-05
112,TK353_1,SST,3.4166666666666665,-0.042393906132125105,0.6073170731707316,-0.05074849800826256,0.0032264955647822147,0.00038149625555846436,6.150973578781214e-05
113,TK355_1,SST,20.73949579831933,-0.03969278376743939,0.2859400324149109,-0.05359369693216344,0.007075394301209554,0.0009482867254334707,0.00011283471339490769
114,TK355_2,EXC,2.55,-0.04244525009778119,0.5385620915032681,-0.05371505275034609,0.0042224009372513,0.00044391031558957167,3.7987413293515934e-05
115,TK355_3,EXC,0.574468085106383,-0.04027658531700674,0.7648148148148147,-0.05442029243620122,0.0035867489896310254,0.0003161626267770339,3.266110715568076e-05
116,TK358_1,SST,0.3333333333333333,-0.03623157900683209,1.1424999999999998,-0.056477280432078766,0.006918458291617322,0.001010272978509813,3.938082093487194e-05
117,TK358_2,SST,0.8,-0.036386841304039734,0.9625,-0.05142374817752432,0.0046767776878872845,0.0005701297445183258,4.098686245715793e-05
118,TK364_1,PV,3.1083333333333334,-0.0396553582382979,0.4639410187667561,-0.05513676445646506,0.005155767152426825,0.0005773579572623027,8.541104489231077e-05
119,TK367_1,SST,2.3833333333333333,-0.041893294045013435,0.49440559440559445,-0.05032043060039483,0.0035905824967061182,0.0004948212335113384,4.3718608210536504e-05
120,TK373_1,SST,14.2,-0.039846332897735814,0.5696009389671362,-0.048826547820345886,0.004658375477078029,0.0005508843694762587,8.687324771759238e-05
121,TK376_1,SST,1.2666666666666666,-0.04274853771335377,0.563815789473684,-0.05519166426482561,0.003708279092417813,0.0004839561992660735,6.442546627869887e-05
122,TK383_1,EXC,3.0,-0.042882947785632085,0.4847222222222223,-0.052965350313072763,0.003633630717162411,0.00046763385690507154,6.890200770902598e-05
123,TK384_1,SST,2.2666666666666666,-0.04296426982971366,0.5286764705882353,-0.051129361813022293,0.0031492428118447225,0.00041238320806220646,4.60498578979792e-05
124,TK384_2,SST,38.575,-0.043438211877583024,0.3384100237632318,-0.0528003439748696,0.005860903698693559,0.0007193174384603539,0.00010816346482377532
125,TK385_1,EXC,25.7,-0.04204627299384365,0.3698767833981842,-0.05028121502511346,0.004234412645275262,0.0004892640411338613,0.00011052391356322088
126,TK385_2,EXC,20.933333333333334,-0.04447569053118059,0.45879777070063693,-0.05182894196504402,0.004199768226912521,0.0004136145211182602,0.00012787652625801229
127,TK387_1,EXC,18.658333333333335,-0.04768605379525133,0.5102501116569897,-0.05289206792316346,0.002957529017260298,0.000298770201908043,6.930462948734413e-05
128,TK402_1,EXC,21.8,-0.04331875986803323,0.49594801223241586,-0.049048172563245555,0.0034795426555178526,0.00043343504685130677,6.753909142089415e-05
129,TK403_1,EXC,4.216666666666667,-0.03926939988183757,0.6221343873517787,-0.04611043292264507,0.0029059639347273933,0.00035597838341237337,5.123999065268089e-05
130,TK405_1,PV,4.116666666666666,-0.043898675329063774,0.870242914979757,-0.056514489413075075,0.0047342420327340816,0.0006399449726778414,4.9762137999808265e-05
131,TK407_1,PV,2.9166666666666665,-0.04181691956859649,0.9997142857142857,-0.05480364065635235,0.005043958554226703,0.0006973870270514773,4.9015525452817126e-05
132,TK408_1,EXC,1.9666666666666666,-0.041631458071213504,0.7165254237288137,-0.05632945530684906,0.005158466449513596,0.0005215768430952871,6.324992464000838e-05
133,TK408_2,PV,1.7166666666666666,-0.03922558006998676,1.5247572815533978,-0.05592596774806287,0.006159572343240163,0.0007308955971232883,4.802401930885999e-05
134,TK409_1,EXC,1.6,-0.042315479336370816,1.0760416666666668,-0.06244022202223331,0.005978641975058818,0.0008189354084334931,5.666421433948531e-05
135,TK412_1,PV,6.133333333333334,-0.03927105646294811,0.9456521739130435,-0.04557403006938739,0.003594365449994619,0.0004249995579836571,4.192415345700414e-05
136,TK413_1,EXC,1.1833333333333333,-0.043367751421873255,0.8598591549295774,-0.062154179877622846,0.0054612341029420235,0.00069190011714544,7.345778574409079e-05
137,TK414_1,EXC,0.3888888888888889,-0.04539436113482206,0.6228571428571428,-0.05588768968626476,0.0030035843551761247,0.00037972234809811525,4.988893339389709e-05
138,TK414_2,SST,11.658333333333333,-0.03688405539287361,2.056325947105075,-0.04818841869608001,0.0063497787765870815,0.0008380192034026574,7.587449835491662e-05
139,TK415_1,EXC,3.216666666666667,-0.042579164781414845,1.8848445595854921,-0.05261635916401086,0.00388601737857052,0.0005509867442154957,3.706393220462733e-05
140,TK415_2,EXC,6.033333333333333,-0.040999859576657506,1.4259668508287293,-0.05054358915849038,0.004797764550578396,0.0006109956886632116,4.29023195035907e-05
141,TK415_3,EXC,9.833333333333334,-0.0420270372433298,1.4476271186440681,-0.04833788590117457,0.0032795387502688646,0.00039393787431089204,5.3635281518239774e-05
142,TK416_1,EXC,2.966666666666667,-0.046483259189058504,0.6790730337078652,-0.05595268358545014,0.0037630176488476635,0.0004808031454353061,6.0870179472351536e-05
143,TK416_2,SST,0.5666666666666667,-0.04204226375675953,1.5495098039215687,-0.055725616184164946,0.0034186909449216915,0.0004006618739027292,3.056615416613719e-05
144,TK450_1,PV,0.31666666666666665,-0.042804269139328756,1.3921052631578947,-0.06590065843095007,0.007073192180478503,0.0008851298803395221,4.176874377600082e-05
145,TK454_1,VIP,0.85,-0.0429219926604658,0.7088235294117649,-0.05341182812311934,0.002829324890323054,0.00037579012849297134,4.420981876079245e-05
146,TK455_1,EXC,2.8333333333333335,-0.04352545286576282,0.726764705882353,-0.05161365062122025,0.0033361008894892525,0.0003559673458610024,4.676432269337788e-05
147,TK455_2,VIP,7.5,-0.03983437642714703,0.9957777777777779,-0.04775917658502894,0.004406996829765044,0.00048450797644911364,5.621060690647372e-05
148,TK457_1,EXC,7.35,-0.03874282815463662,1.0267573696145125,-0.04596070738696004,0.0042591124449284385,0.0004392902968158629,4.2896923070373376e-05
149,TK460_1,VIP,5.7,-0.0421256686814968,1.2399122807017544,-0.04956749283280535,0.004246118538832794,0.0005181414463993401,4.970034301550709e-05
150,TK460_2,EXC,2.55,-0.040163802659238836,2.4392156862745096,-0.056517185275806445,0.006235820143419157,0.0008558270227233265,4.59659423923952e-05
151,TK461_1,VIP,3.0833333333333335,-0.038698611663020674,1.0281081081081083,-0.04709035065688361,0.003771505395954699,0.0004615005955251704,4.526680839069484e-05
152,TK462_1,EXC,30.633333333333333,-0.04295041701735023,0.3519858541893362,-0.05306414294318819,0.006856898190950448,0.0009589813392315644,9.063532438777362e-05
153,TK462_2,VIP,31.833333333333332,-0.043008068766067914,0.7739659685863874,-0.04885555599276183,0.005491276238124558,0.0006989361744924108,8.061366776909197e-05
154,TK462_3,VIP,32.68333333333333,-0.0404182193180026,0.7697603263641,-0.04751804355167822,0.006480783170560133,0.0009008348861843647,6.763636997540394e-05
155,TK463_1,VIP,8.25,-0.0429933260669759,0.6582828282828284,-0.05297925227533046,0.005060207660795484,0.0006804232138708359,6.545455452654988e-05
156,TK464_1,VIP,15.91304347826087,-0.03813028095519997,1.150068306010929,-0.04729284181106804,0.006179251808962018,0.0006601652853590359,4.9491294881938425e-05
157,TK464_2,VIP,2.2,-0.03986485458340549,1.3299242424242426,-0.04965871688940789,0.004074215960774219,0.0004950459569355146,4.330611233724175e-05
158,TK468_1,SST,0.2833333333333333,-0.03575470516321521,1.638235294117647,-0.0531181177256082,0.004346839910700608,0.0004778396531201303,4.57150422285972e-05
159,TK470_1,EXC,2.45,-0.044153765034451085,0.6743197278911565,-0.05438321560158513,0.0034456144694477698,0.00042467295063365574,5.521634855825824e-05
160,TK470_2,SST,28.65,-0.036558772618717,0.6562245491564864,-0.04363801281392239,0.005023925127496575,0.000698265521528824,7.467325749059088e-05
161,TK471_1,SST,4.666666666666667,-0.04043549349093728,0.5889285714285714,-0.05089638219185221,0.004122205669374828,0.0005361968218712788,5.63099572672147e-05
162,TK472_1,SST,18.466666666666665,-0.04444082331246931,0.5275270758122743,-0.05117926621270344,0.004230560427720389,0.0005822513717790782,7.997612948778625e-05
163,TK472_2,SST,103.68333333333334,-0.03886086116601443,0.4282671596206398,-0.04501150142152967,0.0051212291822881565,0.0006339813767437348,4.290277330065546e-05
